Author_Username,Tweet_Text,Mentions,Reply_To,Quote_Tweet_Of,Engagement,Sentimen
@bakuldimsum_,Komdigi kontol giliran ngurusin Teddy cepet bener. Urusin tuh judol nyet,,,@Piyusaja2,"Replies: , Retweets: , Likes: 10",0
@dimzsky_,"Saran gua Komdigi berubah nama aja jadi Kementerian Penerangan. Komdigi cuma melindungi wibawa pemerintah di ruang digital, sementara keamanan data warga, hak atas informasi, pemerataan akses internet, dan perlindungan dari kejahatan judol serta pinjol ilegal, gak pernah dijamin.",,,@KapudS640,"Replies: 1, Retweets: 371, Likes: 829",0
@_cenk90E,"Sarapan Pagii di hari senin ini ko ribet banget sih, beli kue Bugis yang jual lagi cebok, nyari kue dodol yang jual lagi gila judol, semoga lekas bangun bung, inget itu dilarang komdigi katanya ",,,,"Replies: , Retweets: , Likes: 1",0
@kompascom,"Baca di sini: 
https://
nasional.kompas.com/read/2026/05/1
5/13045661/200000-anak-terpapar-judol-anggota-dpr-pemblokiran-saja-tak-cukup?utm_source=twitter&utm_medium=social
… 

Anggota Komisi VIII DPR RI, Dini Rahmania menilai penanganan judi online yang kini menyasar anak-anak tidak cukup hanya lewat pemblokiran situs karena praktik judol terus bermunculan dengan berbagai cara baru.

~IQ #Komdigi #DPR #anak",,,,"Replies: 1, Retweets: , Likes: 2",0
@brightlyweb3,Kalo bs sampe take down videonya amin rais hrsmya komdigi bs nutup akses bandar judol dong. Kalo website doang mah hacker juga udah bs,,,,"Replies: , Retweets: , Likes: ",0
@PR_Kuningan,"Generasi Cemas! Menkomdigi Ungkap 80 Ribu Anak Usia di Bawah 10 Tahun Sudah Terpapar Judi Online 
https://
kuningan.pikiran-rakyat.com/lifestyle/pr-5
310209907/generasi-cemas-menkomdigi-ungkap-80-ribu-anak-usia-di-bawah-10-tahun-sudah-terpapar-judi-online
… 
#judionline #judol #komdigi #pikiranrakyatkuningan",,,,"Replies: , Retweets: , Likes: ",0
@wdwidaa,"Komdigi stress ya kamu?! Threads sama ig dibungkam, judol dipelihara. Kekal di neraka kek lu² pada ",,,,"Replies: , Retweets: , Likes: ",0
@HisyamMochtar,"Komdigi gercep banget jika yang terganggu itu kekuasaan. Itu artinya sebenarnya secara teknis bisa memblokir judol, pinjol ataupun  melindungi data warga. Apa karena membantu rakyat ga ada untungnya?",,,,"Replies: 11, Retweets: 30, Likes: 64",0
@alfatih212426,"Fakta emak² lebih efektif hajar para bandar dan judol daripada oknum aparat mayoritas pengayom bandar dan judol Komdigi malah dukung bunda Teddy blokir konten Amin Rais . Gak blokir situs judol   
https://
facebook.com/share/r/1CvdrN
wQtb/
…",,,,"Replies: , Retweets: , Likes: ",0
@fransis74201222,"KOMDIGI  BUKAN  URUSIN  JUDOL., URUSAN   PENDAPAT ORANG . KAN MENGELUARKAN PENDAPAT  DI LINDUNGI  OLEH UNDANG - UNDANG   JANGAN  GITU DONG  MISS KOKOM..",,,@tribunnews,"Replies: , Retweets: 1, Likes: 1",0
@noorriansjah,"Instagram gabisa komen, repost, sharepost. Komdigi ini canggih cuy bisa kondisiin Instagram begitu. Tp ko gabisa blokir akun promosi judol di ig, YouTube dan platform lain? unik.",,,,"Replies: , Retweets: , Likes: ",0
@TirtoID,Komdigi Blokir Situs Polymarket Karena Terindikasi Judol,,,,"Replies: 1, Retweets: , Likes: 1",0
@KompasTV,"Komdigi Sebut 200 Ribu Anak Terpapar Judol, Anggota DPR: Merusak Mental, Pemeritah Tak Boleh Diam",,,,"Replies: , Retweets: 1, Likes: 5",0
@PicalG,"Eh, di trending topic ada kata judol muncul. Setelah ditelusuri, oalah ternyata ini penyebabnya.
Memang betul sih, komdigi jangan banyak manuver dulu kalau masalah judol gak kelar-kelar.",,,,"Replies: , Retweets: , Likes: ",0
@officialbitv,"OJK Blokir 33.836 Rekening Judi Online, Upaya Berantas Transaksi Ilegal Terus Diperkuat


https://
bitvonline.com/nasional/68819
/ojk-blokir-33836-rekening-judi-online-upaya-berantas-transaksi-ilegal-terus-diperkuat/
…

#JudiOnline #Judol #OJK #RekeningJudol #PemblokiranRekening #Komdigi #PerbankanIndonesia #KeuanganIndonesia #PemberantasanJudiOnline #Bitvonline",,,,"Replies: , Retweets: , Likes: ",0
@glowinbeautyy,"Komdigi kata gue mah mending lu berantas judol, daripada ngurusin sosmed warga. Astagfirullah ",,,@tempodotco,"Replies: 2, Retweets: , Likes: 2",0
@Ari3Pras,"Daripada ngurusin aki2 sepuh, mending kalian take down situs2 JUDOL, PINJOL, dan bereskan operator curang perampok sisa kuota internet kadaluwarsa!

Optimalkan kapasitasmu 
@kemkomdigi


Komdigi Tegaskan Takedown Video: Bukan Serang Amien Rais, Tapi soal Hoaks dan Ujaran Kebencian",@kemkomdigi,,,"Replies: , Retweets: 4, Likes: 6",0
@MariaAlkaff_,"I got a love letter from X, saying that X received a report about my post that's currently being highlighted by Komdigi.

Alright, rather than my account getting suspended, I deleted that post...

Just the writings from someone like me are already troubling Komdigi.
Do gambling",,,,"Replies: 34, Retweets: 32, Likes: 120",0
@adoraboul,"Kenalan aku, kerjanya judol, sekarang punya utang puluhan juta. Minjem duit 200, alasannya nyari sponsor karena mau nyalonin jadi ketua BEM. Anj, ancur dah itu kampus.",,,,"Replies: 1, Retweets: , Likes: ",0
@1995Escape,"Komdigi makes a gambling site: 

Komdigi makes a protest action: 

These damn jerks really deserve to rot all the way to their grandkids' grandkids",,,@indepenSumatera,"Replies: , Retweets: , Likes: ",1
@GuitarsCute,"dan biasanya orang kejebak judol tuh jual barangnya murah yang penting ada duit buat depo, jadi kalau punya temen kejebak judol temenin , siapa tau dapet barang murah ,bagus dibawah harga pasar",,,@myshawti,"Replies: , Retweets: , Likes: 1",1
@jaepriss,"Episode ini tentang judol njir, kementrian pendidikan aja bisa kerja sama breng kementrian hukum dan komdigi untuk bisa hukum pelaku judol sama blokir itu situs. Tapi lagi2 ngarep apa di indonesia, akan selalu jadi mimpi basah wni 
#TeachYouaLessonEp7",,,,"Replies: , Retweets: , Likes: 1",0
@vasagoburn1,Gila lo ya komdigi / cyber crime polri . Tiba2 banget facebook ma ig ga bisa diakses padahal cmn disana info soal demo hari ini . Berantas situs judol turu terus kerjaan e,,,,"Replies: 1, Retweets: , Likes: ",0
@petricoers,"damn.... even the ones with color get hit too...... judol's handling it, fuck, komdigi",,,@xnghancity,"Replies: 1, Retweets: 3, Likes: 12",1
@xLanglangBuana,"Kim Jong Wo sudah mengerahkan pasukan setan Komdigi untuk memblokir media yang digunakan rakyat untuk mobilisasi.

Yang nggak bisa dilakuin Komdigi Asu dan Prabowo adalah memblokir Judol.",,,@kumparan,"Replies: , Retweets: , Likes: ",0
@nyonyamlyn,Komdigi ato kominfo kerjaannya ngapain anjir. Lagi enak enak main candy crush iklannya judol. Bahkan adzan ashar belum ini woy,,,,"Replies: , Retweets: , Likes: ",1
@lalavie_enrose,"Komdigi kalo urus beginian cepet banget, kalo judol gak diurus.. stupid",,@bakuldimsum_,@haixensen,"Replies: , Retweets: , Likes: ",0
@onrambled,"You're so awesome, 
@kemkomdigi
, but it'd be even more awesome if you could wipe out judol and illegal pinjol ",@kemkomdigi,,,"Replies: , Retweets: 1, Likes: 1",0
@Jochard_Baby,"Last week, I felt mentally drained, physically exhausted, and spiritually distant. I became so overwhelmed that I barely made time to talk to God or even offer a simple prayer of praise. But I'm slowly finding my way back to Him 

KUMUSTA KA JODINATICS
#KUMUSTA #JuneisForJODI",,,@JodinaticsOFCL,"Replies: 1, Retweets: , Likes: 1",0
@gyumirae,"Bahkan mereka juga masukin concern terbesar untuk semua rakyat di dunia, yaitu judol  mereka remind ke penonton kalau judol itu ga cuma mempengaruhi orang dewasa aja, tapi juga bisa menjamur ke anak” yang masih mudah banget dipengaruhi dan betapa bahayanya itu utk semua usia",,,@tanyarlfes,"Replies: , Retweets: , Likes: ",0
@Capitalisborju,"Komdigi kemana nih kerjanya... Atau lagi panen raya slot Judol piala Dunia..... 

Hayooo   kamu ketahuan...",,,,"Replies: , Retweets: , Likes: ",0
@coma_77_,"@유디트야진실의방으로가서대화를해보라고했더니감금시킨거니?

ㄹㅇ오푸스랑젬이오잘못교미시킨거같다",,,@9sal_ap,"Replies: , Retweets: , Likes: 1",0
@girlwithjudtae,"WOT IS THISSSSSSSSS HELPPPPPPP HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAAHAHHAHAHAHHHAHHAHH



NUNEW X GDH ORCHESTRA
#GDHโตมาด้วยกันคอนเสิร์ต

~ᰔᩚ #NuNew 
@CwrNew",@CwrNew,,@TeamSupportNNew,"Replies: , Retweets: , Likes: ",0
@RadioMega1,"»Vsakemu Judu je dovoljeno uporabljati laži in krivo prisego, da bi Nejuda pripeljal v pogubo.« (Bhabha Kamma 113a).
Še posebej, ko so to ključne naloge v Policiji in Pravosodju vseh 35 let",,,@avrelij5848475,"Replies: , Retweets: , Likes: ",0
@DoguErgildogu,"He was only eighteen years old. His weapon of choice was not a pistol, but a small vial of acid. And yet this young boy managed to save fourteen thousand lives from inevitable death.

In 1943, Paris was a dark place under Nazi occupation. Adolfo Kaminsky was a young apprentice",,,@nettermike,"Replies: 6, Retweets: 20, Likes: 74",1
@IsmiMaulidyati,"akhirnya pake nama ""Detective Conan"" bukan ""Case Closed"" lagi  dan nama² karakternya pakai nama Jepang ""Kudo Shinichi"" bukan pakai nama English ""Jimmy Kudo"" ",,,@VIZMedia,"Replies: 2, Retweets: 1, Likes: 23",0
@Kazunori_Komoda,"本日 “銀行業務検定試験　融資推進３級” に合格しました。引き続き、勉強がんばります

すべて、yuiさん 
@yui_vlog
 のおかげです

（Profile 更新 
https://
office-komoda.jp/komoda-profile/ ）",@yui_vlog,,@Kazunori_Komoda,"Replies: , Retweets: , Likes: 1",0
@ryujinwha36220,"Web bngst, komdigi ngapain sih. Judol kek tai asli, pop up iklan kek GK ada ads lain. Film bisa, game bisa, channel youtub bisa. Kenapa harus judol sih bngsd, anjng bngt. Hidup cmng sekali, yg bener kek ngejalanin hidup. Sok berkuasa bngt emng lu tuhan?, tuhan aja GK SE npd itu",,,,"Replies: , Retweets: , Likes: ",0
@JinLong_4869,"Mira ""Lucha de Hermanos"" de Imdugud MutuDinjir, creado en 
@KomikoAI
!

#ArteAI #AnimeAI

https://
komiko.app/s/8AHSAw",@KomikoAI,,,"Replies: , Retweets: , Likes: ",1
@JodinaticsOFCL,"Ang simple lamang ng tanong, pero ang hirap ilagay sa isang post ang sagot 

Let us send lots and lots of love for our birthday girl 
@JodiStaMaria
 in the comments. What other way to relay our JODInatics–kind-of-kumusta than love, love, love 

KUMUSTA KA JODINATICS",@JodiStaMaria,,,"Replies: 1, Retweets: 4, Likes: 5",1
@kdrama_menfess,"•kdm•  Teach You A Lesson

Instead of sleeping, you went and played judol until morning, lost a million won lolololol Serves you right, who told you to ",,,,"Replies: 52, Retweets: 139, Likes: 1.4K",0
@RiauNewsOnline,"Tak Lolos Seleksi di Komdigi AK Malah Kendalikan Pemblokiran Judol di Komdigi, Polisi Dalami Bekingannya - Riaunews 
https://
riaunews.com/hukum-kriminal
/tak-lolos-seleksi-di-komdigi-ak-malah-kendalikan-pemblokiran-judol-di-komdigi-polisi-dalami-bekingannya/
…",,,,"Replies: , Retweets: , Likes: ",0
@regitajen,"Ada user nelpon cs, awalnya kena tipu. Terus akunnya diretas. Eh penipunya ikut bikin laporan juga. Panjanglah drama di email. Tim terkait minta beberapa data buat bukti tambahan. Si korban marah-marah karena ada uangnya. Pas dicek tu uang masuk dari hasil judol.",,,,"Replies: 1, Retweets: , Likes: ",0
@strategi_id,"DHUAAAR!!
Ternyata Tersangka AK atau Adi Kismanto pernah ikut test seleksi tenaga pemblokiran di Komdigi dan hasilnya tidak lolos, namun tetap dipekerjakan disana dengan  status memliki wewenang pemblikiran situs judol

#kondigi #tersangka #strategiid",,,,"Replies: , Retweets: , Likes: ",0
@adaditaa,"komdigi apa ga bisa ya analisis masalah dan ngasi solusi sampai ke akar (?) SMS IMBAUAN— efektivitasnya berapa persen kalo dibandingkan sama pemblokiran situs judol, rekening judol.",,,@tempodotco,"Replies: 1, Retweets: , Likes: ",0
@bontang_barat,"https://
news.detik.com/berita/d-76173
16/pegawai-komdigi-tak-jalankan-pemblokiran-situs-judi-online-terus-terusan-lolos
…

https://
news.detik.com/berita/d-76173
16/pegawai-komdigi-tak-jalankan-pemblokiran-situs-judi-online-terus-terusan-lolos
…

Polda Metro Jaya menyatakan judi online (judol) masih merebak salah satunya karena tidak berjalannya pemblokiran.",,,,"Replies: , Retweets: , Likes: 2",0
@nameItAllSarah,"https://
metro.tempo.co/read/1936374/p
egawai-kementerian-komdigi-lindungi-situs-situs-judi-online-dari-pemblokiran-dpr-kelemahan-internal
…
pengkhianat ya begini, berapa byk anak bangsa hancur gegara judi online, RT berantakan, bunuh diri, sampai kejahatan meningkat krn candu judi online, bener2 bencana nasional dan dibalik itu ada yg punya source basmi blokir situs judol malah main 2 kaki",,,,"Replies: , Retweets: , Likes: 1",0
@SujatmikoAnjar,Rekening terindikasi Judol kini telah diblokir #BCA #Komdigi #Judol #PemberantasanJudol,,,,"Replies: , Retweets: , Likes: ",0
@ajimit,"Apapun kalian lakukan kecuali berantas judol dan pinjol ya, 
@kemkomdigi
 ?

Kalo gue dapet juga, berarti kalian telah mengkonfirmasi ""membungkam"" kritik terhadap pemerintah, yang jelas melanggar pasal 28 UUD 1945 tentang ""Kebebasan Berpendapat"".",@kemkomdigi,,@linxxxc_,"Replies: , Retweets: , Likes: ",0
@Lampu_Merah29,"setuju banget, karena mau tak mau wajib daftar pse. disisi lain, komdigi justru malahan ancam blokir tp tdk memberikan solusi+pemblokiran judol tdk efektif.",,@idwiki,@yayan550,"Replies: 1, Retweets: , Likes: ",0
@officialbitv,"200 Ribu Anak Terpapar Judi Online, DPR Desak Penanganan Lebih Serius dari Sekadar Pemblokiran


https://
bitvonline.com/nasional/67061
/200-ribu-anak-terpapar-judi-online-dpr-desak-penanganan-lebih-serius-dari-sekadar-pemblokiran/
…

#JudiOnline #Judol #AnakIndonesia #DPRRI #MeutyaHafid #DiniRahmania #Komdigi #InternetSehat #PerlindunganAnak #LiterasiDigital #bitvonline",,,,"Replies: , Retweets: , Likes: ",0
@purplleseokjin,"Oalah pemerintah ajg, pantesan gue buat story ig ga bisa, ternyata lagi dibatasin. padahal ga ada bahas demo tapi tiba2 ga bisa upload dan ilang gitu aja, lagian akun gue juga gembokan jirrr. Giliran judol aja susah bener lu pada blokirnya. F U ",,,,"Replies: , Retweets: , Likes: ",0
@EICom2023,"Fakta baru dikuak oleh Polda Metro Jaya di balik kasus pegawai Kementerian Komunikasi dan Digital (Komdigi) yang seharusnya memblokir judi online, tapi malah melindungi dan meraup keuntungan dari 1.000 situs.",,,,"Replies: , Retweets: , Likes: ",0
@hope_emak,"Komdigi bisanya urus pemblokiran Live Tiktok, kalo urusan Bolkir situs Judol sama lacak akun fufufafa ya mana bisa 
 
https://
x.com/kunaouneta/sta
tus/1962893927696282078/video/1
…",,,,"Replies: , Retweets: 1, Likes: 2",0
@NgkongRoses,"Dari sini tau kan kalau Komdigi tidak punya niatan serious terkait pemblokiran judol?

Why?",,,@KangManto123,"Replies: 6, Retweets: 7, Likes: 20",0
@sigitwid,"Terlepas dari adanya orang dalam Komdigi yang diduga terlibat dalam kegiatan judol dan sangat perlu untuk diungkapkan, saya sebetulnya jusru ingin menyoroti bahwa pemblokiran sebetulnya bukan solusi efektif untuk memberantas judol, min.",,,@PartaiSocmed,"Replies: 2, Retweets: , Likes: 1",0
@goinkrezi,Bajingan kalian. Bukannya ngurusin judol malah blokade instagram,,,,"Replies: , Retweets: , Likes: ",0
@CleonChuu,"Terimakasih atas kesadarannya buk. Menurut data yang diberikan oleh Komdigi saat awal menjabat, sudah banyak situs judol yang diblokir oleh Komdigi. Namun kenapa masih ada situs web judol yang terus membanjiri sosial media kami? Kami sudah lapor kok. Apakah pemblokiran tak lagi?",,@tempodotco,,"Replies: , Retweets: , Likes: ",0
@mediaindonesia,"Sebagai Komandan Pemblokiran Judol Budi Arie Harus Bertanggung Jawab

Rakyat  di negeri ini telah melarat karena candu judi online. Kasus melindungi judo online oleh para pegawai Kementerian Komunikasi dan Digital (Komdigi) menjadi momentum untuk memberangus ekosistem judi online",,,,"Replies: 1, Retweets: 1, Likes: 1",0
@chokoreeto_milk,ig eror karena sedunia emang lg bgitu apalah inilah. WOY GABISA GA SUUDZON SAMA PEMERINTAH YA ORANG CCTV AJA BISA DIMATIIN SM MEREKA. blokir situs judol aja yang ga mereka lakuin,,,,"Replies: , Retweets: , Likes: ",0
@detikcom,Terungkap! Ternyata judi online masih merebak karena salah satunya ada oknum pegawai Komdigi yang malah tidak memblokir 1000 situs judol.,,,,"Replies: 22, Retweets: 18, Likes: 27",0
@jaenosuh,"blokir demo bisa blokir judol pinjol gabisa 
https://
x.com/chaominjun/sta
/chaominjun/status/2065458210442727845
…",,,,"Replies: , Retweets: , Likes: ",0
@bakuldimsum_,"Jadi gini kak..
Katanya takut uangnya dipake bapaknya buat judol atau dipake ibunya buat beli yg macem2.
Padahal mah kalo ga mau bapak2 judol tinggal blokir aja ",,,@tbhajel,"Replies: 1, Retweets: 2, Likes: 7",0
@detikinet,"Masih Ada Anak Masuk Platform yang Sudah Diblokir, Ini Kata Komdigi",,,,"Replies: , Retweets: , Likes: 1",0
@_chungmyung,"Sekarang beneran ribut wkwkwkwk gw block semua akses 
Ga percaya sih gw bilang gw gapernah takut cut off orang even yang deket sekalipun.
Good luck deh seminggu kedepan. Untung ketemu lagi masih november",,,@_chungmyung,"Replies: , Retweets: , Likes: ",0
@JuhoonPoyoyoi07,"Gila ya, candaan image kotor dll ke jju terus dengan entengnya ngomong  'yaelah cuma jokes' coba dijadikan jokes nya ke fav loh. Giliran ditegur malah merasa playing victim bangke banget itu orang, jujur jokes nya cringe najis.",,,@juhoonbro,"Replies: , Retweets: , Likes: 1",0
@tempat_ngeluh,"Giliran blokir judol sama pinjol ilegal aja malah menghilang ni lembaga, kocak.",,,@mufinsp,"Replies: , Retweets: , Likes: ",0
@markzzhyuk,"LU AJA GA BUKA DM BLOK, CAPEK DEHH GUE BLOKIR AJALAH. MAKIN MENJADI JADI ORANG BIADAB KAYAK GNI",,@markzzhyuk,@rythmzea,"Replies: , Retweets: , Likes: ",0
@YudhaShanny2,"""Kenapa calon penerus bangsa diblokade?""
Terdengar suara lantang dari seorang ibu di tengah aksi mahasiswa. 
Tanpa mewakili siapa pun, ia hadir sebagai orang tua yang menuntut jawaban: Mengapa akses mahasiswa dipagari polisi? 
@ListyoSigitP

Apakah suara mereka begitu menakutkan?",@ListyoSigitP,,,"Replies: , Retweets: 1, Likes: 1",0
@Farhanaayuptr,komdigi keren sudah blokir seword yang bikin resah,,,,"Replies: , Retweets: , Likes: ",0
@susan_amelia46,"sial di radio judol tdk bisa jual puki busuk kau ya. Tdk ada mau ngentot kau. Bahkan kau emang lonte ya, tdk mau berteman dgn penyiar² cwe radio judol. Lebih suka berteman lonte² penyiar² radio najis utk modus ngentot dgn cwo tolol. Krn tau cwo tolol bisa kau manfaatkan utk",,,,"Replies: 1, Retweets: , Likes: 7",0
@golkarpedia,"200 RIBU ANAK TERPAPAR JUDOL, MENKOMDIGI MEUTYA HAFID AJAK MASYARAKAT JADI GARDA PENCEGAHAN

#partaigolkar #golkarpedia #bahlillahadalia #meutyahafid #judol",,,,"Replies: , Retweets: 3, Likes: 4",0
@susipudjiastuti,"Unfortunately, right now there are so many baby lobster catcher lights that are making the fish and shrimp catches, which should be plentiful, nonexistent. Many fishermen's cooperatives (KUD) have already shut down because there are no catches. Even though now is the season for",,,@GNFI,"Replies: 1, Retweets: 9, Likes: 10",0
@reenfed,"Masalah utama disetiap program pemerintah adalah mafia dan koruptor di dalamnya

Jadi Point pentingnya MENUNTUT UU HUKJMAN MATI atau PERAMPASAN ASSET KORUPTOR

Karena di internal pemerintah juga sdg tjd perang antara Pro dan Kontra UU tsb",,@menbrrr,,"Replies: , Retweets: , Likes: ",0
@jikyu_mate,giliran di demo rezimnya pada kerja. Itu urusin juga situs judol dan pinjol ilegal. Jangan makan gaji buta yagesya,,,,"Replies: , Retweets: , Likes: ",0
@sejiyt,"Once it can be used for school admission pathways, there are requirements that must be met: all existing medals and certificates must be handed over to the school. Later, when the child enrolls and actively participates in competitions, things like operational funds/competition",,,@INDOSPORCLE,"Replies: 2, Retweets: 1, Likes: 2",0
@shda_agatha_,"Opinion.

The act of killing in Joshua's work is not merely a work of humanitarian art.

That film slowly operates as an instrument of information warfare, & global-level psychological operations.

An effort to dismantle the myth of our nation's founding.

From the beginning",,@HistorylandHQ,@7czs5,"Replies: , Retweets: 1, Likes: ",1
@fauzaanatmaja,"untung kemarin demo di jogja ada yang nyediain trashbag dan pada buang sampah ke tempatnya. jadi ga kena framing aparat keparat. 

mana kemarin ada yg bilang ntar diframing buang sampah sembarangan sama isilop, mana bener lagi.",,,@leooooo00000o,"Replies: , Retweets: , Likes: 1",0
@teazzitea,"Who the heck is the girl who doesn't want Jeno??? Guys want him too  

The government, if they don't wanna delete MBG, should make an extra program: 1 person 1 Lee Jeno. 

YOU'RE SO HANDSOME LEE LEE",,,@aijiyw,"Replies: 1, Retweets: 1, Likes: 2",0
@WatchPms,"Program ugal ugalan...
Yang makan pahit siswa yang gemuk pejabat... terbukti sudah!
Stop Mbg Kopdes dan Danantara karena korupsi dan tidak ada keterbukaan!!! Nuansa militeristik paksa! 
@prabowo
 
@Gerindra

Hari Sabtu bening #demo piala dunia","@prabowo, @Gerindra",,,"Replies: , Retweets: , Likes: 1",0
@CiptaBuana_,"Lu belum tahu aja, kebanyakan rakyat Indonesia main JUDOL. Kalau salah sasaran, negara cuman TOP-UP ""dana"" ke pelaku JUDOL

Cc: 
@ardisatriawan",@ardisatriawan,,@ardisatriawan,"Replies: , Retweets: 1, Likes: ",0
@Ichisatssuga,"Aslinya masih BANYAK BANGET. Apalagi masih banyak mereka yang mengatasnamakan agama untuk memanipulasi perempuan & anak² (terutama). 
Pernikahan usia dini dengan dalih ngehindari zina? Menyalahgunakan nikah siri? Penyalahgunaan dalil poligami? 'Pesantren'² bermasalah, apakabar?",,,@hist0riann,"Replies: 1, Retweets: , Likes: 2",0
@johnkecops,"Coy, Las Vegas Jud*l FC mah ikutin pesanan bohir aja kok. Mereka cuma bikin ""misi penyelimitin"" persulit tim yang gak favorabel di pasar taruhan. Oficial (e.g. wasit) yg lurus juga dipersulit. Simpel & gak perlu analisis politik luar negeri mendakik-dakik ",,,@ssbmasmas,"Replies: , Retweets: , Likes: ",0
@panglimagurau,Ini kriminal sih bukan bandel tapi aku pernah menangani siswa yang terafiliasi sama judol dan dia bikin satu sekolahnya kecanduan judol itu. Sampai-sampai temannya yang gabisa bayar hutang judol itu diculik dan dijadikan sandera. ,,@ANGKARASEWU,,"Replies: , Retweets: , Likes: ",0
@lildaisyyyy_,"Lagi nonton ini, dan jujur gua iriii anjg pemerintahnya merjuangin soal pendidikan yg lebih baik sampai ngebentuk tim khusus buat benerin bobrok2nya di setiap sekolah. Pas nonton ini jujur langsung kepikiran konoha ini njir wkwk",,,@peaxhtherapy,"Replies: , Retweets: , Likes: ",0
@tekarok007,"Pemilik percetakannya itu pinter, bahkan lebih pinter dari mahasiswa yang demo-demo itu.

Mengapa?
Karena Banner darurat itu bukan penghinaan ke Presiden dan ini UU belum berlaku.

Tapi sekarang UU no 1 tahun 2023 KUHP soal penghinaan terhadap Presiden dan Wakil Presiden sudah",,,@TijeKoridorUI,"Replies: , Retweets: , Likes: ",0
@CaroliteM1197,"YEE.!!!  PAHLAWAN RAKYAT  MAU DI KANDANGIN.? SALAH NYA APA ? BUKTIKAN DULU IJASAH NYA JOKO ASLI  GAK ?  DUNIA PENDIDIKAN RUSAK PARAH. KARENA IJASAH FALSU, BUBAR  ITU UNIVERSITAS GENERASI  MUDA TIDAK MAU SEKOLAH. PERLAKUAN TIDAK ADIL  ITU BER ARTI HUKUM INDONESIA SUDAH MATI ",,,@geloraco,"Replies: , Retweets: 1, Likes: 1",0
@Mallikaa_1,"Gus semacam ini bukan “guru ruhani”, tapi bagian dari rezim yang menjinakkan manusia. Ia tidak mengajak rakyat menjadi merdeka, berani, dan berpikir; ia justru merawat mental budak: patuh, manut, nrimo, lalu menganggap semua bentuk ketidakadilan sebagai takdir yang harus diterima",,,@merapi_uncover,"Replies: , Retweets: , Likes: ",0
@beatkarbu2008,"Ngga kak, krn konsepnya ada aturan dan ada punishment.. orang ga akan dipunish jika tdk melanggar aturan.. misal nih yg paling diketahui bnyk orang, jika ada yg mencuri maka hukumannya potong tangan, bayangkan jika aturan itu ditegakkan maka dunia damai ga ada maling/jambret ",,@anakdesalagi,,"Replies: 1, Retweets: , Likes: ",1
@JenarKidjing,"- deket kamp ada kasu penembakan
- peralatan latihan ditilep
- peringatan tornado

calon juara banyak halangannya",,,@thejurgenholic,"Replies: , Retweets: , Likes: ",0
@berjingkat,"Berdehem sedikit, supaya suaranya bisa di-kawaii-kawaii-kan. 

“Okaerinasaimase, Goshujin-sama!” (˶ˆᗜˆ˵)

Junaedi menyambut sambil melebarkan rok. Malu dikit. 

“Mari Junaedi antarkan ke meja.” Sudah ikut saja.",,@crownlessdawn,@to_thineownself,"Replies: 1, Retweets: 2, Likes: ",0
